dataset,features_varied,metrics,numb_of_cfs,f1_score
Census,all,abno,100,0.7133757961783439
Census,all,abno,100,0.7592592592592593
Census,all,abno,99,0.6959706959706959
Census,all,abno,100,0.3354037267080745
Census,all,abno,99,0.6797385620915032
Census,all,abno,99,0.39999999999999997
Census,all,abno,100,0.21428571428571425
Census,all,abno,100,0.6788321167883212
Census,all,abno,100,0.4662576687116564
Census,all,abno,100,0.5074626865671642
Census,all,abno,99,0.6442953020134228
Census,all,abno,100,0.6737967914438503
Census,all,abno,99,0.6810035842293908
Census,all,abno,100,0.345679012345679
Census,all,abno,100,0.575
Census,all,abno,99,0.5326633165829145
Census,all,abno,98,0.21428571428571425
Census,all,abno,100,0.5666666666666667
Census,all,abno,100,0.46428571428571425
Census,all,abno,100,0.5074626865671642
Census,all,abno,99,0.717948717948718
Census,all,abno,100,0.6704545454545454
Census,all,abno,100,0.7014925373134329
Census,all,abno,100,0.3354037267080745
Census,all,abno,99,0.6754966887417219
Census,all,abno,99,0.5128205128205129
Census,all,abno,98,0.21428571428571425
Census,all,abno,98,0.6020408163265306
Census,all,abno,100,0.4757709251101322
Census,all,gene,100,0.6111111111111112
Census,all,gene,100,0.5507246376811594
Census,all,gene,100,0.6901960784313725
Census,all,gene,99,0.6784452296819787
Census,all,gene,100,0.3393939393939394
Census,all,gene,100,0.24561403508771928
Census,all,gene,99,0.3787878787878788
Census,all,gene,97,0.9795918367346939
Census,all,gene,100,0.45454545454545453
Census,all,gene,100,0.10256410256410256
Census,all,gene,100,0.9743589743589743
Census,all,gene,99,0.5507246376811594
Census,all,gene,100,0.47252747252747257
Census,all,gene,100,0.6736842105263159
Census,all,gene,100,0.3393939393939394
Census,all,gene,100,0.24347826086956526
Census,all,gene,100,0.4383561643835616
Census,all,gene,99,0.9743589743589743
Census,all,gene,100,0.4808743169398907
Census,all,gene,100,0.10256410256410256
Census,all,gene,100,0.7341772151898733
Census,all,gene,100,0.5507246376811594
Census,all,gene,100,0.37037037037037035
Census,all,gene,99,0.6881720430107526
Census,all,gene,100,0.3393939393939394
Census,all,gene,99,0.11214953271028037
Census,all,gene,99,0.4383561643835616
Census,all,gene,100,0.9743589743589743
Census,all,gene,100,0.42857142857142855
Census,all,gene,100,0.10256410256410256
Census,all,gene,100,0.9690721649484536
Census,all,gene,99,0.5507246376811594
Census,all,gene,100,0.6609442060085837
Census,all,gene,99,0.6784452296819787
Census,all,gene,100,0.3393939393939394
Census,all,gene,100,0.11214953271028037
Census,all,gene,99,0.452054794520548
Census,all,gene,98,0.9795918367346939
Census,all,gene,100,0.48387096774193555
Census,all,gene,100,0.10256410256410256
Census,all,gene,100,0.6111111111111112
Census,all,gene,99,0.5507246376811594
Census,all,gene,100,0.6901960784313725
Census,all,gene,100,0.6736842105263159
Census,all,gene,100,0.3393939393939394
Census,all,gene,99,0.17857142857142858
Census,all,gene,99,0.45390070921985815
Census,all,gene,98,0.9795918367346939
Census,all,gene,98,0.45555555555555555
Census,all,gene,100,0.11570247933884298
Census,all,prox,100,0.9189189189189189
Census,all,prox,100,0.6928104575163399
Census,all,prox,100,0.5987261146496815
Census,all,prox,99,0.6713286713286712
Census,all,prox,100,0.4999999999999999
Census,all,prox,100,0.5571428571428572
Census,all,prox,99,0.5079365079365079
Census,all,prox,97,0.9847715736040609
Census,all,prox,100,0.5060240963855421
Census,all,prox,100,0.5655737704918032
Census,all,prox,100,0.924731182795699
Census,all,prox,99,0.6533333333333333
Census,all,prox,100,0.5987261146496815
Census,all,prox,100,0.6810035842293908
Census,all,prox,100,0.5490196078431373
Census,all,prox,100,0.4580152671755725
Census,all,prox,100,0.5079365079365079
Census,all,prox,99,0.019801980198019802
Census,all,prox,100,0.5617977528089888
Census,all,prox,100,0.4285714285714285
Census,all,prox,100,0.924731182795699
Census,all,prox,100,0.6442953020134228
Census,all,prox,100,0.5987261146496815
Census,all,prox,99,0.6713286713286712
Census,all,prox,100,0.3968253968253968
Census,all,prox,99,0.4580152671755725
Census,all,prox,99,0.5079365079365079
Census,all,prox,100,0.019801980198019802
Census,all,prox,100,0.5060240963855421
Census,all,prox,100,0.4285714285714285
Census,all,prox,100,0.924731182795699
Census,all,prox,99,0.6842105263157895
Census,all,prox,100,0.5987261146496815
Census,all,prox,99,0.6713286713286712
Census,all,prox,100,0.5605095541401274
Census,all,prox,100,0.3968253968253968
Census,all,prox,99,0.35714285714285715
Census,all,prox,98,0.019801980198019802
Census,all,prox,100,0.5060240963855421
Census,all,prox,100,0.45263157894736844
Census,all,prox,100,0.924731182795699
Census,all,prox,99,0.6533333333333333
Census,all,prox,100,0.5466666666666666
Census,all,prox,100,0.67595818815331
Census,all,prox,100,0.359375
Census,all,prox,99,0.5774647887323944
Census,all,prox,99,0.35502958579881655
Census,all,prox,98,0.019801980198019802
Census,all,prox,98,0.5060240963855421
Census,all,prox,100,0.5775401069518717
Census,all,obta,100,0.5401459854014599
Census,all,obta,100,0.5915492957746479
Census,all,obta,100,0.6502463054187193
Census,all,obta,99,0.711111111111111
Census,all,obta,100,0.4077669902912621
Census,all,obta,100,0.5185185185185185
Census,all,obta,99,0.5151515151515151
Census,all,obta,97,0.019801980198019802
Census,all,obta,100,0.5376344086021505
Census,all,obta,100,0.45454545454545453
Census,all,obta,100,0.2608695652173913
Census,all,obta,99,0.6351351351351351
Census,all,obta,100,0.6407766990291262
Census,all,obta,100,0.7037037037037037
Census,all,obta,100,0.4315352697095436
Census,all,obta,100,0.6790123456790124
Census,all,obta,100,0.5025641025641027
Census,all,obta,99,0.4
Census,all,obta,100,0.6865671641791046
Census,all,obta,100,0.45454545454545453
Census,all,obta,100,0.9304812834224598
Census,all,obta,100,0.7176470588235295
Census,all,obta,100,0.46913580246913583
Census,all,obta,99,0.6928571428571428
Census,all,obta,100,0.3037974683544304
Census,all,obta,99,0.6666666666666667
Census,all,obta,99,0.4631578947368421
Census,all,obta,100,0.6754966887417219
Census,all,obta,100,0.6747967479674797
Census,all,obta,100,0.39024390243902435
Census,all,obta,100,0.48484848484848486
Census,all,obta,99,0.6351351351351351
Census,all,obta,100,0.6407766990291262
Census,all,obta,99,0.7333333333333334
Census,all,obta,100,0.3542857142857142
Census,all,obta,100,0.6666666666666667
Census,all,obta,99,0.5228758169934641
Census,all,obta,98,0.8023952095808384
Census,all,obta,100,0.6584362139917697
Census,all,obta,100,0.37037037037037035
Census,all,obta,100,0.48484848484848486
Census,all,obta,99,0.5915492957746479
Census,all,obta,100,0.5806451612903226
Census,all,obta,100,0.7080291970802921
Census,all,obta,100,0.3451776649746193
Census,all,obta,99,0.5185185185185185
Census,all,obta,99,0.48128342245989303
Census,all,obta,98,0.7499999999999999
