dataset,features_varied,metrics,numb_of_cfs,f1_score
Admission,all,all,100,0.8584070796460176
Admission,all,all,100,0.8583690987124464
Admission,all,all,100,0.8064516129032258
Admission,all,all,100,0.8695652173913044
Admission,all,all,100,0.8474576271186441
Admission,all,all,100,0.746031746031746
Admission,all,all,100,0.8384279475982533
Admission,all,all,100,0.8403361344537814
Admission,all,all,100,0.8163265306122449
Admission,all,all,100,0.868421052631579
Admission,all,all,100,0.8474576271186441
Admission,all,all,100,0.7235772357723577
Admission,all,all,100,0.867579908675799
Admission,all,all,100,0.8403361344537814
Admission,all,all,100,0.8032128514056226
Admission,all,all,100,0.8733624454148472
Admission,all,all,100,0.851063829787234
Admission,all,all,100,0.728744939271255
Admission,all,all,100,0.8398268398268398
Admission,all,all,100,0.8
Admission,all,all,100,0.8130081300813007
Admission,all,all,100,0.868421052631579
