dataset,features_varied,metrics,numb_of_cfs,f1_score
Credit,all,abno,100,0.2666666666666667
Credit,all,abno,100,0.38
Credit,all,abno,100,0.3755868544600939
Credit,all,abno,100,0.23696682464454974
Credit,all,abno,100,0.423963133640553
Credit,all,abno,99,0.23750000000000004
Credit,all,abno,100,0.20967741935483872
Credit,all,abno,100,0.15602836879432624
Credit,all,abno,95,0.3664921465968586
Credit,all,abno,99,0.5703422053231939
Credit,all,abno,100,0.2125
Credit,all,abno,100,0.3981042654028436
Credit,all,abno,100,0.33802816901408456
Credit,all,abno,100,0.23923444976076555
Credit,all,abno,99,0.45045045045045046
Credit,all,abno,99,0.33898305084745767
Credit,all,abno,99,0.4522613065326633
Credit,all,abno,100,0.3
Credit,all,abno,97,0.29585798816568043
Credit,all,abno,100,0.5615384615384615
Credit,all,abno,100,0.5414847161572052
Credit,all,abno,100,0.5728155339805824
Credit,all,abno,100,0.4090909090909091
Credit,all,abno,100,0.2616822429906542
Credit,all,abno,100,0.40579710144927533
Credit,all,abno,100,0.391304347826087
Credit,all,abno,100,0.3236994219653179
Credit,all,abno,100,0.14388489208633096
Credit,all,abno,93,0.21621621621621623
Credit,all,abno,100,0.5147679324894514
Credit,all,abno,100,0.5391304347826087
Credit,all,abno,100,0.26881720430107525
Credit,all,abno,100,0.38738738738738737
Credit,all,abno,100,0.2641509433962264
Credit,all,abno,100,0.4434389140271493
Credit,all,abno,100,0.34285714285714286
Credit,all,abno,98,0.2773722627737226
Credit,all,abno,100,0.18055555555555558
Credit,all,abno,92,0.5414847161572052
Credit,all,abno,99,0.5714285714285714
Credit,all,abno,100,0.14965986394557823
Credit,all,abno,100,0.4727272727272728
Credit,all,abno,99,0.3121951219512195
Credit,all,abno,99,0.27230046948356806
Credit,all,abno,100,0.4388185654008439
Credit,all,gene,100,0.16551724137931034
Credit,all,gene,100,0.4123711340206186
Credit,all,gene,100,0.2027027027027027
Credit,all,gene,97,0.018018018018018018
Credit,all,gene,100,0.4183673469387755
Credit,all,gene,100,0.34682080924855496
Credit,all,gene,100,0.11940298507462688
Credit,all,gene,100,0.4406779661016949
Credit,all,gene,100,0.4738955823293172
Credit,all,gene,100,0.11428571428571428
Credit,all,gene,99,0.21118012422360247
Credit,all,gene,100,0.24675324675324678
Credit,all,gene,100,0.1323529411764706
Credit,all,gene,95,0.07692307692307691
Credit,all,gene,99,0.5581395348837209
Credit,all,gene,100,0.34682080924855496
Credit,all,gene,100,0.03389830508474577
Credit,all,gene,100,0.6274509803921569
Credit,all,gene,100,0.4738955823293172
Credit,all,gene,99,0.11267605633802817
Credit,all,gene,99,0.538116591928251
Credit,all,gene,99,0.037383177570093455
Credit,all,gene,100,0.22516556291390732
Credit,all,gene,97,0.03125
Credit,all,gene,100,0.547945205479452
Credit,all,gene,100,0.11428571428571428
Credit,all,gene,100,0.06060606060606061
Credit,all,gene,100,0.4892703862660944
Credit,all,gene,100,0.4444444444444445
Credit,all,gene,100,0.08888888888888888
Credit,all,gene,100,0.35955056179775285
Credit,all,gene,100,0.2893081761006289
Credit,all,gene,100,0.2027027027027027
Credit,all,gene,93,0.030534351145038167
Credit,all,gene,100,0.48826291079812206
Credit,all,gene,100,0.05084745762711864
Credit,all,gene,100,0.1285714285714286
Credit,all,gene,100,0.431924882629108
Credit,all,gene,100,0.4738955823293172
Credit,all,gene,100,0.11428571428571428
Credit,all,gene,100,0.1830065359477124
Credit,all,gene,98,0.019230769230769232
Credit,all,gene,100,0.10526315789473686
Credit,all,gene,92,0.12030075187969924
Credit,all,gene,99,0.5577689243027889
Credit,all,gene,100,0.28571428571428575
Credit,all,gene,100,0.1568627450980392
Credit,all,gene,99,0.5166666666666667
Credit,all,gene,99,0.4738955823293172
Credit,all,gene,100,0.08888888888888888
Credit,all,prox,100,0.5896414342629481
Credit,all,prox,100,0.5641025641025641
Credit,all,prox,100,0.5943775100401606
Credit,all,prox,97,0.5438596491228069
Credit,all,prox,100,0.5914396887159533
Credit,all,prox,100,0.5783132530120482
Credit,all,prox,100,0.5714285714285715
Credit,all,prox,100,0.4298245614035087
Credit,all,prox,100,0.36681222707423583
Credit,all,prox,100,0.5349794238683128
Credit,all,prox,99,0.5896414342629481
Credit,all,prox,100,0.5384615384615385
Credit,all,prox,100,0.5943775100401606
Credit,all,prox,95,0.4622641509433962
Credit,all,prox,99,0.5914396887159533
Credit,all,prox,100,0.5772357723577236
Credit,all,prox,100,0.5714285714285715
Credit,all,prox,100,0.4298245614035087
Credit,all,prox,100,0.36681222707423583
Credit,all,prox,99,0.5447154471544715
Credit,all,prox,99,0.5896414342629481
Credit,all,prox,99,0.5943775100401606
Credit,all,prox,100,0.5943775100401606
Credit,all,prox,97,0.5691056910569106
Credit,all,prox,100,0.5914396887159533
Credit,all,prox,100,0.5783132530120482
Credit,all,prox,100,0.5714285714285715
Credit,all,prox,100,0.4298245614035087
Credit,all,prox,100,0.36681222707423583
Credit,all,prox,100,0.6231884057971014
Credit,all,prox,100,0.5896414342629481
Credit,all,prox,100,0.631578947368421
Credit,all,prox,100,0.5943775100401606
Credit,all,prox,93,0.4454545454545455
Credit,all,prox,100,0.5914396887159533
Credit,all,prox,100,0.616600790513834
Credit,all,prox,100,0.5714285714285715
Credit,all,prox,100,0.4298245614035087
Credit,all,prox,100,0.36681222707423583
Credit,all,prox,100,0.5349794238683128
Credit,all,prox,100,0.5896414342629481
Credit,all,prox,98,0.5284974093264249
Credit,all,prox,100,0.5943775100401606
Credit,all,prox,92,0.44954128440366975
Credit,all,prox,99,0.5914396887159533
Credit,all,prox,100,0.5783132530120482
Credit,all,prox,100,0.5714285714285715
Credit,all,prox,99,0.4298245614035087
Credit,all,prox,99,0.36681222707423583
Credit,all,prox,100,0.5528455284552846
Credit,all,obta,100,0.42424242424242425
Credit,all,obta,100,0.27480916030534347
Credit,all,obta,100,0.5388127853881278
Credit,all,obta,97,0.06299212598425197
Credit,all,obta,100,0.5670498084291188
Credit,all,obta,100,0.4739336492890995
Credit,all,obta,100,0.33695652173913043
Credit,all,obta,100,0.5931558935361216
Credit,all,obta,100,0.3829787234042553
Credit,all,obta,100,0.07194244604316548
Credit,all,obta,99,0.4476190476190476
Credit,all,obta,100,0.019417475728155338
Credit,all,obta,100,0.35955056179775285
Credit,all,obta,95,0.09722222222222222
Credit,all,obta,99,0.5680933852140078
Credit,all,obta,100,0.3132530120481928
Credit,all,obta,100,0.5338983050847458
Credit,all,obta,100,0.5917602996254682
Credit,all,obta,100,0.4083333333333333
Credit,all,obta,99,0.0880503144654088
Credit,all,obta,99,0.3714285714285714
Credit,all,obta,99,0.05454545454545455
Credit,all,obta,100,0.5546218487394958
Credit,all,obta,97,0.03305785123966942
Credit,all,obta,100,0.5140562248995983
Credit,all,obta,100,0.2941176470588235
Credit,all,obta,100,0.13008130081300814
Credit,all,obta,100,0.5338645418326693
Credit,all,obta,100,0.2710280373831776
Credit,all,obta,100,0.44117647058823534
Credit,all,obta,100,0.5089285714285714
Credit,all,obta,100,0.18571428571428572
Credit,all,obta,100,0.16901408450704222
Credit,all,obta,93,0.06611570247933884
Credit,all,obta,100,0.4789915966386555
Credit,all,obta,100,0.10144927536231886
Credit,all,obta,100,0.2622950819672131
Credit,all,obta,100,0.5895522388059701
Credit,all,obta,100,0.2641509433962264
Credit,all,obta,100,0.25882352941176473
Credit,all,obta,100,0.358974358974359
Credit,all,obta,98,0.28368794326241137
Credit,all,obta,100,0.4830917874396135
Credit,all,obta,92,0.06299212598425197
Credit,all,obta,99,0.5538461538461539
Credit,all,obta,100,0.5407725321888411
Credit,all,obta,100,0.430622009569378
Credit,all,obta,99,0.6
Credit,all,obta,99,0.25116279069767444
Credit,all,obta,100,0.4020618556701031
Credit,all,all,100,0.509090909090909
Credit,all,all,100,0.6031746031746031
Credit,all,all,100,0.5943775100401606
Credit,all,all,97,0.37433155080213903
Credit,all,all,100,0.6391752577319587
Credit,all,all,100,0.48598130841121495
Credit,all,all,100,0.38
Credit,all,all,100,0.6308243727598566
Credit,all,all,100,0.3755458515283842
Credit,all,all,100,0.4753363228699552
Credit,all,all,99,0.4976525821596244
Credit,all,all,100,0.6052631578947368
Credit,all,all,100,0.5943775100401606
Credit,all,all,95,0.16883116883116883
Credit,all,all,99,0.6344827586206897
Credit,all,all,100,0.34682080924855496
Credit,all,all,100,0.3846153846153846
Credit,all,all,100,0.6539923954372623
Credit,all,all,100,0.3755458515283842
Credit,all,all,99,0.5307692307692309
Credit,all,all,99,0.4976525821596244
Credit,all,all,99,0.46
Credit,all,all,100,0.5863453815261045
Credit,all,all,97,0.45662100456621
Credit,all,all,100,0.6391752577319587
Credit,all,all,100,0.5690376569037657
Credit,all,all,100,0.44541484716157204
Credit,all,all,100,0.6308243727598566
Credit,all,all,100,0.48221343873517786
Credit,all,all,100,0.45535714285714285
Credit,all,all,100,0.5114155251141552
Credit,all,all,100,0.6135458167330677
Credit,all,all,100,0.5943775100401606
Credit,all,all,93,0.4563106796116505
Credit,all,all,100,0.6344827586206897
Credit,all,all,100,0.4270833333333333
Credit,all,all,100,0.5083333333333333
Credit,all,all,100,0.6308243727598566
Credit,all,all,100,0.48221343873517786
Credit,all,all,100,0.4465116279069767
Credit,all,all,100,0.4976525821596244
Credit,all,all,98,0.2733812949640288
Credit,all,all,100,0.5943775100401606
Credit,all,all,92,0.358974358974359
Credit,all,all,99,0.5963636363636364
Credit,all,all,100,0.5096153846153846
Credit,all,all,100,0.4684684684684684
Credit,all,all,99,0.6308243727598566
Credit,all,all,99,0.3755458515283842
Credit,all,all,100,0.5343511450381679
