dataset,features_varied,metrics,numb_of_cfs,f1_score
Credit,all,all,99,0.3755458515283842
Credit,all,all,100,0.5343511450381679
Credit,all,dice,100,0.47619047619047616
Credit,all,dice,99,0.28571428571428575
Credit,all,dice_3,100,0.5795918367346939
Credit,all,dice_3,99,0.547945205479452
Credit,all,rand,100,0.045112781954887216
Credit,all,rand,99,0.11851851851851854
Credit,all,abno,100,0.3687150837988826
Credit,all,abno,99,0.037383177570093455
Credit,all,gene,100,0.2962962962962963
Credit,all,gene,99,0.05555555555555555
Credit,all,prox,100,0.5896414342629481
Credit,all,prox,99,0.5108695652173914
Credit,all,obta,100,0.48305084745762716
Credit,all,obta,99,0.20472440944881887
Credit,all,all,100,0.5158371040723982
Credit,all,all,99,0.3178807947019867
